EV-2026-08-09-415,"Antawara Vineyards (CL) ithalatci private label uzmani; 12+ ulke","12+",ulke,T4,"Antawara Vineyards — Private Labels & OEM",https://antawara-wines.cl/private-labels/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"MOQ 'convenient' denip sayi verilmemis = UNKNOWN. 5 kalite kademesi; hedef Entry/Varietal."
EV-2026-08-09-416,"Corta Hojas (CL) private label sise + BIB + dokme; %100 ihracat odakli","%100 ihracat",-,T4,"Corta Hojas Export Wine — Private Label Wines",https://www.cortahojas.com/private-labels-wines.php,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"MOQ ve fiyat UNKNOWN. Sili-Turkiye hatti fiilen calisiyor (bkz EV-405)."
EV-2026-08-09-417,"Vinicola Vedovato (IT) private label; EXW/FOB/CIF/DAP ile calisiyor","EXW, FOB, CIF, DAP",Incoterm,T4,"Vinicola Vedovato Mario SRL",https://www.vinicolavedovato.com/en/how-to-start-a-private-label-wine-business/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"Incoterm listesi iletisim formundan okundu; fiili uygulama degil muzakere edilebilirlik gosterir."
EV-2026-08-09-418,"Casa Santos Lima (PT) ~%90 ihracat, ~50 ulke, fiyat-kalite odakli coklu marka","~50 ulke / ~%90",ulke; %,T4,"Casa Santos Lima kurumsal sitesi",https://www.casasantoslima.com/en/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"Private label sitede anilmiyor = UNKNOWN. Oncelikle MODEL A adayi."
EV-2026-08-09-419,"Moldova siselenmis sakin sarap ortalama ihracat fiyati 8A2025 = 1.98 USD/sise",1.98,USD/sise,T4,"Wine Intelligence / VinoVistara (kaynak ONVV / Wine of Moldova)",https://wine-intelligence.com/blogs/wine-analytics-pricing-report-data/moldova-s-wine-exports-in-the-first-8-months-of-2025-mixed-signals-in-a-transforming-market,2025-09-18,2025-01/2025-08,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"Sise hacmi 750 ml VARSAYILDI ama kaynakta yazmiyor. Katman L1 yakinsamasi."
EV-2026-08-09-420,"Wine Australia — sarap ihracatinda odeme yontemleri ve yeni iliskide open account riski","advance / L-C / documentary collection / open account / consignment",odeme yontemi,T3,"Wine Australia — Export Ready Hub",https://www.wineaustralia.com/selling/export-ready-hub/which-export-payment-method-is-best-for-your-business,UNKNOWN,-,2026-08-09,MEDIUM,FACT,1y,-,global-sourcing-kasifi,-,-,"Sektor rehberi; tedarikci teklifi degil. KKDF etkisi gumruk-vergi-uzmani alani (T-404)."
EV-2026-08-09-421,"f/p segmenti 750 ml FOB gosterge bandi — kanitla sinirlandirilmis","alt sinir 0.56 EUR (sivi) / ust sinir 1.85-2.40 USD (CIF tavani)",EUR ve USD / 750 ml,T3,"Turetme — EV-402 + EV-405 + EV-419",-,-,2025,2026-08-09,LOW,ESTIMATE,90d,-,global-sourcing-kasifi,-,-,"TEKLIF DEGILDIR. Kur donusumu YAPILMADI. Tek fiyat girdisi olarak kullanilamaz."
EV-2026-08-09-422,"Benchmark 'Gold Country' ureticisi/sisleyicisi dogrulanamadi",UNKNOWN,-,T5,"Web aramasi (Vivino / Wine-Searcher / perakendeciler)",https://www.wine-searcher.com/find/gold+country+cab+sauv+california+usa,-,-,2026-08-09,LOW,UNKNOWN,90d,-,global-sourcing-kasifi,-,-,"Mense tanimi kaynaklar arasi celiskili (Sierra Foothills vs Central Valley) — C-403."
EV-2026-08-09-423,"Komsu benchmark 'Central Creek' (AU) ureticisi bulunamadi",UNKNOWN,-,T5,"Web aramasi",-,-,-,2026-08-09,LOW,UNKNOWN,90d,-,global-sourcing-kasifi,-,-,"Ozel marka (private label) hipotezi; iddia degildir. T-405 ile turkiye-pazar-kasifi'na devredildi."
EV-2026-08-09-424,"Agregator iddiasi: private label tipik MOQ 300-1200 sise",300-1200,sise,T5,"usetorg.com — Private Label Wine",https://usetorg.com/blog/private-label-wine,UNKNOWN,-,2026-08-09,LOW,CONFLICT,90d,-,global-sourcing-kasifi,-,C-401,"Dogrulanmis uretici beyanlariyla celisiyor (3000 / 3600 / 1x20ft)."
EV-2026-08-09-425,"2025 dunya sarap uretimi 227 mhl, tuketimi 208 mhl","uretim 227 / tuketim 208",mhl,T3,"OIV — State of the World Wine Sector in 2025",https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,"Alici lehine muzakere ortami sinyali; 'distilasyon krizi firsati' degildir."
EV-2026-08-09-426,"Turkiye 2025 toplam HS 220421 ithalati 17.85 m litre / 66.88 m USD CIF","17848518 l / 66876002 USD",litre; USD (CIF),T3,"UN Comtrade (raportor Turkiye)","https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0",2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"CAPRAZ IPUCU: pazar yorumu turkiye-pazar-kasifi alani. Sourcing cikarimi: ithalat hatti calisiyor."
EV-2026-08-09-427,"Ispanya 2025 ortalama sarap ihracat fiyati 1.29 EUR/l, dokme 0.79 EUR/l","1.29 / 0.79",EUR/litre,T5,"Ispanyol sektor basini (birincil kaynak OEMV olarak gosteriliyor)",https://www.oemv.es/exportaciones,2026,2025,2026-08-09,LOW,ESTIMATE,180d,-,global-sourcing-kasifi,-,-,"BIRINCIL KAYNAK OKUNMADI. Modele giremez; yalnizca EV-402 ile tutarlilik kontrolu."
EV-2026-08-09-428,"Les Grands Chais de France — 178 ulke, ~44 m koli (2021), private label uretimi","178 ulke / ~44 m koli",ulke; 9L koli,T5,"Sektor basini (the-buyer, ibwsshow, wein.plus)",https://ibwsshow.com/en/blog/exhibitor-profiles-67/groupe-granda-chais-de-france-a-group-where-difference-counts-213.htm,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,180d,-,global-sourcing-kasifi,-,-,"Kurumsal site groupegcf.com 2026-08-09'da HTTP 503 — DOGRULANAMADI, havuza alinmadi."
