"EV-2026-08-10-311","Flexport yayinlanmis LCL kotasyonu: Melbourne (AUMEL, Avustralya) -> Istanbul (TRIST)","1.187-1.237 (36 gun) / 2.495-2.545 (56 gun)","USD / 5 CBM sevkiyat","T4","Flexport Rate Explorer (public quote page)","https://www.flexport.com/rates/aumel/trist","2026-08-10","2026-08-10","2026-08-10","MEDIUM","FACT","6d","-","navlun-lojistik-uzmani","-","-","GECERLILIK: 2026-08-16. Ikisi de Singapur aktarmali. Ucuz secenek hizli, pahali secenek yavas -> ters iliski, muhtemelen farkli konsolidatorler. Fiyat farki %110."
"EV-2026-08-10-312","Flexport'ta test edilen 12 Turkiye varis lane'inin HICBIRINDE FCL (20ft/40ft) kotasyonu yayinlanmiyor","0 offerings (FCL), tum lane'lerde","-","T4","Flexport Rate Explorer (public quote page)","https://www.flexport.com/rates/esvlc/trist","2026-08-10","2026-08-10","2026-08-10","MEDIUM","FACT","14d","-","navlun-lojistik-uzmani","-","-","Test edilen: ESVLC, ESBCN, PTLIS, ITGOA, ITSPE, ITLIV, ITNAP, FRMRS, CLSAI, ZACPT, USOAK, USLAX, ARBUE, AUMEL -> Turkiye varisli. Hepsinde LCL var/yok degisiyor ama FCL HICBIRINDE yok. SONUC: Turkiye ithalatinda FCL spot fiyati kamuya acik bir marketplace uzerinden alinamiyor -> T-304'un FCL ayagi KAPANMIYOR."
"EV-2026-08-10-313","Ispanya cikis THC (Terminal Handling Charge Origin, THO) - kuru konteyner","287 (Algeciras disi tum Ispanyol limanlari) / 277 (Algeciras)","EUR / konteyner","T3","Hapag-Lloyd - SPAIN Local Charges/Services Fees (resmi tasiyici tarifesi)","https://www.hapag-lloyd.com/content/dam/website/downloads/detention_demurrage/spain_locals_april26.pdf","2026-04-01","2026-04-01","2026-08-10","HIGH","FACT","90d","-","navlun-lojistik-uzmani","-","-","KRITIK: 20ft ve 40ft AYRIMI YOK - konteyner basina DUZ ucret. Bu, 40HC lehine yapisal bir avantajdir. Onceki kademe 275 EUR (2025-07-01 - 2026-03-31) -> yillik artis ~%4,4. THO'ya DAHIL: Terminal Security Fee (TSO, 15 EUR) ve Logistic Fee & Seal (SEC, 15 EUR). Reefer THO 355 EUR (+%24)."
"EV-2026-08-10-314","Ispanya cikis dokumantasyon ve yan masraflari (konteyner/B-L basina)","B/L Fee (EDI) 62; B/L Fee (manuel SI) 104; VGM (manuel) 50; Ihracat gumrukleme 60; Equipment Assignment 40; Food Quality Container 115; Lift On 70","EUR","T3","Hapag-Lloyd - SPAIN Local Charges/Services Fees (resmi tasiyici tarifesi)","https://www.hapag-lloyd.com/content/dam/website/downloads/detention_demurrage/spain_locals_april26.pdf","2026-01-01","2026-01-01","2026-08-10","HIGH","FACT","90d","-","navlun-lojistik-uzmani","-","-","B/L Fee 62 EUR yururluk 2026-01-01. 'Food Quality Container' (FQS, 115 EUR/konteyner) gida sevkiyatlari icin depodan kalite kontrollu kuru konteyner talep edildiginde uygulanir - SARAP ICIN GECERLI OLABILIR, teyit gerekli. Minimum gercekci mense paketi: THO 287 + B/L 62 = 349 EUR/konteyner. Ust uc: +VGM 50 +RHO 40 +FQS 115 = 554 EUR."
"EV-2026-08-10-315","Turkiye ithalat THC (Terminal Handling Charge Destination, THD) LIMANA GORE degisir - kuru standart konteyner","Aliaga/Izmir 165; Gemlik 185; Izmit/Istanbul/Haydarpasa 192; Iskenderun 207 (20') / 238 (40'); Mersin 261 (20') / 298 (40')","USD / konteyner","T3","Hapag-Lloyd - TURKEY Local Charges/Services Fees (resmi tasiyici tarifesi)","https://www.hapag-lloyd.com/content/dam/website/downloads/detention_demurrage/turkey_locals_april26.pdf","2026-02-12","2026-02-12","2026-08-10","HIGH","FACT","90d","-","navlun-lojistik-uzmani","-","C-313","EN ONEMLI TUR 2 LIMAN BULGUSU. (a) Izmir/Aliaga ile Mersin (40') arasinda %81 fark var. (b) Izmir, Istanbul ve Gemlik'te THD 20ft/40ft AYRIMI YOK -> duz ucret -> 40HC lehine. Mersin ve Iskenderun'da ayrim var. Yururluk: Aliaga/Izmir 2024-10-01; Istanbul 2026-01-01; Mersin 2026-02-12. Reefer THD Mersin 333 (40'). DIKKAT: bu tasiyicinin kestigi THD'dir; terminalin kendi kapi-cikis tarifesi AYRI bir kalemdir (bkz. C-313)."
"EV-2026-08-10-316","Turkiye ithalat yan masraflari (Hapag-Lloyd tarifesi)","Unstuffing import at customer premises 172 (+%20 KDV); Drop-off fee 50; Veteriner/fitosaniter kontrol 126/BL; Manifest amendment 200/BL; Discharging import at attendance 12","USD","T3","Hapag-Lloyd - TURKEY Local Charges/Services Fees (resmi tasiyici tarifesi)","https://www.hapag-lloyd.com/content/dam/website/downloads/detention_demurrage/turkey_locals_april26.pdf","2026-04-01","2026-04-01","2026-08-10","HIGH","FACT","90d","-","navlun-lojistik-uzmani","-","-","Unstuffing 172 USD Mersin icin; yururluk 2024-10-01. Veteriner/fitosaniter 126 USD/BL yururluk 2026-04-01 (onceki 120, 2025-01-01) - AKTARMA LIMANLARI icin. Drop-off 50 USD/konteyner yururluk 2021-04-01. Tarifede ayrica FUEL SURCHARGE DESTINATION - TRUCK %39 (transfer ucreti uzerinden) kalemi var -> tasiyici ic nakliyesi kullanilirsa navlun uzerine %39 yakit surprimi biner."
"EV-2026-08-10-317","SafiPort (Derince) 2026 konteyner ITHALAT tarifesi - ardiye, THC, ic bosaltim, muayene","Ardiye dolu 20': 39 (1-5g) / 44 (6-10g) / 53 (11+g); 40': 60 / 65 / 77. Reefer 20': 109 / 120; 40': 145 / 160. THC karayolu 116, demiryolu 125, enerji katki 10. Ic bosaltim (devanning) 20' 275 / 40' 365; manuel 405 / 475. Muayene (TL+KDV): tam 2.321-3.248, kismi 1.972-2.787, X-ray 1.972, numune 1.972","USD (ardiye/THC/devanning) ve TRY (muayene)","T4","SafiPort - Konteyner Ithalat Tarifesi 2026","https://www.safiport.com.tr/konteyner-ithalat-tarifesi","2026-01-01","2026-01-01","2026-08-10","MEDIUM","FACT","90d","-","navlun-lojistik-uzmani","-","C-312","KRITIK: 'Ithalat ardiye gunleri geminin yanastigi gunden itibaren baslar' -> ARDIYE FREE TIME = 0 GUN. TUR 1'de bu UNKNOWN'di ve muhafazakar olarak 0 varsayilmisti; bu kanit varsayimi DOGRULUYOR (en azindan bu terminal icin). C-312 ile celisiyor (baska kaynak 6. gunden itibaren diyor)."
"EV-2026-08-10-318","Kumport (Ambarli) ithalat dolu konteyner ardiye tarifesi","1-5 gun: 18 (20ft) / 29 (40-45ft); 16+ gun: 46 (40-45ft)","USD / konteyner / gun","T4","Kumport - Tarifeler (arama ozeti uzerinden)","https://kumport.com.tr/tarifeler/","2026-01-01","2026-01-01","2026-08-10","LOW","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","-","DIKKAT: tarife PDF'ine dogrudan erisilemedi; degerler arama motoru ozetinden alindi -> LOW confidence, teyit gerekli (T-313). Eger dogruysa ONEMLI: Kumport ardiyesi Beldeport/SafiPort'un YARISINDAN AZ (18 vs 37-39 USD/gun, 20ft). TUR 1'in gecikme maliyeti hesabi bu durumda ~%40 YUKSEK tahmin etmis olur. Ambarli'yi (Kumport) varis limani olarak one cikaran bir bulgudur."
"EV-2026-08-10-319","Beldeport konteyner ithalat tarifesi (2026-08-10 erisimi ile teyit) - TUR 1 degerleriyle tutarli","Ardiye 20': 37 (0-5g) / 43 (6-10g) / 52 (11+g); 40': 58 / 66 / 75. Kapi cikis 113 (her iki boy). CFS devanning 257 (20') / 332 (40')","USD","T4","Beldeport - Konteyner Ithalat Tarifesi","https://www.beldeport.com.tr/tr-TR/konteyner-ithalat-tarifesi/247","UNKNOWN","UNKNOWN","2026-08-10","MEDIUM","FACT","90d","-","navlun-lojistik-uzmani","-","C-313","TUR 1'deki EV-2026-08-09-340/341 degerlerini 2026-08-10'da yeniden dogruladim; degismemis. Sayfa 2026 tarifesi oldugunu YAZMIYOR ('guncel' tarife). Faturalar TCMB doviz satis kuru uzerinden TL duzenleniyor, KDV haric. Devanning 40' degeri TUR 1'de 350 yazilmisti, bu erisimde 332 -> kucuk fark, sayfa guncellenmis olabilir."
"EV-2026-08-10-320","DFDS yayinlanmis konteyner navlun tarifesi (Turkiye <-> Italya/Fransa kisa deniz yolu), 2025 yururluk","Mersin-Trieste 20' 1.030 / 40'HC 1.520; Pendik-Trieste 20' 785 / 40'HC 1.115; Pendik-Bari 20' 790 / 40'HC 1.120; Martas-Trieste 900 / 1.230; Yalova-Izmir-Martas-Sete 1.095 / 1.620","EUR / konteyner (tek yon, dolu)","T4","DFDS Akdeniz - 1 Ocak 2025 Itibariyla Konteyner Navlun Ucretleri","https://www.dfds.com.tr/1-ocak-2025-itibariyla-konteyner-navlun-ucretleri/tr/3823","2025-01-01","2025-01-01","2026-08-10","MEDIUM","FACT","STALE-1y","-","navlun-lojistik-uzmani","-","-","TARIH UYARISI: 2025-01-01 yururluklu, 2026 degeri DEGILDIR -> statusu 2026 icin dusurulmustur, FACT olarak yalnizca 2025 icin gecerlidir. EXCLUDED: 'BAF ve ETS aylik guncellenir' (yani BAF ve ETS DAHIL DEGIL) + liman elleclleme ek. YON: Turkiye -> Italya (IHRACAT yonu); bizim ithalat yonumuz DEGIL. DEGERI: 40HC/20DV ORANI icin en saglam kanit: 1,42 (Pendik) / 1,48 (Mersin) / 1,37 (Martas) / 1,48 (Sete)."
"EV-2026-08-10-321","DFDS ayni hattin 2018 yururluklu tarifesi - tarihsel capa","Ambarli-Trieste / Mersin-Trieste / Pendik-Trieste: 20' 575, 40'HC 650","EUR / konteyner","T4","DFDS - Konteyner Navlun Tarifesi (2018)","https://www.dfds.com.tr/konteyner-navlun-tarifesi/tr/1701","2018-01-01","2018-01-01","2026-08-10","LOW","SUPERSEDED","0d","-","navlun-lojistik-uzmani","-","-","SUPERSEDED by EV-2026-08-10-320. Yalnizca trend icin: 2018 -> 2025 arasi ayni hatta 20' 575 -> 785 EUR (+%37), 40HC 650 -> 1.115 EUR (+%72). 40HC/20DV orani 1,13'ten 1,42'ye cikmis -> 40HC'nin goreli avantaji ZAMANLA AZALMIS. MODELE GIRMEZ."
"EV-2026-08-10-322","Freightify marketplace 'from' FCL fiyatlari - Avrupa/Akdeniz <-> Turkiye lane'leri","Rotterdam->Izmir 295 (13 gun); London Gateway->Mersin 350 (13 gun); Aarhus->Istanbul 650 (19 gun); Istanbul->Barcelona 500 (14 gun); Port Klang->Mersin 2.620 (53 gun); Qingdao->Mersin 3.650","USD / konteyner ('from' fiyati)","T4","Freightify - Shipping Container to Turkey / to Spain","https://freightify.com/ship-containers/turkey","UNKNOWN","UNKNOWN","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","C-311","'from' (taban) fiyatidir, konteyner boyu BELIRTILMEMIS, tarih YOK -> LOW. INCLUDED: muhtemelen yalnizca base ocean freight. EXCLUDED: tum origin+destination local charge'lar. DEGERI: Avrupa->Turkiye base okyanus navlununun BINLERCE degil YUZLERCE USD mertebesinde oldugunu gosteren tek dogrudan kanit. T5 bloglarin 1.200-2.500 EUR bandiyla ~4-5 kat CELISIYOR -> C-311."
"EV-2026-08-10-323","CANXANSA yayinlanmis gosterge FCL 40' oranlari - Turkiye <-> Avrupa/Akdeniz","Mersin->Barcelona 1.400-2.000 (8-10 gun); Mersin->Hamburg 1.500-2.200 (12-14 gun); Istanbul->Rotterdam 1.300-1.900; Izmir->Felixstowe 1.400-2.100; Istanbul->Rotterdam LCL 32-52 USD/CBM","USD / 40' konteyner (port-to-port)","T4","CANXANSA Logistics - Shipping Signals (Freight Rates Turkey Europe)","https://canxansa.com/shipping-signals/","UNKNOWN","UNKNOWN","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","-","Kaynak kendisi 'indicative market estimates, not binding offers' diyor. INCLUDED: port-to-port. EXCLUDED: belirtilmemis -> bu tek basina modele girmeyi engeller. YON: Turkiye -> Avrupa (ihracat); bizim yonumuz DEGIL. Mersin->Barcelona 8-10 gun transit, Ispanya->Turkiye 4-10 gun bulgusuyla tutarli."
"EV-2026-08-10-324","FreightAmigo rehberi: Ispanya -> Turkiye 20ft konteyner base rate ve yakit surprimi","20ft 1.200-2.500 (ortalama 1.800) + yakit surprimi %15-25","EUR / konteyner","T5","FreightAmigo - Guide to Shipping from Spain to Turkey","https://www.freightamigo.com/en/blog/logistics/navigating-the-seas-a-comprehensive-guide-to-shipping-from-spain-to-turkey/","2025","UNKNOWN","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","C-311","T5 blog, 2025 verisi -> 2026 FACT olarak KULLANILAMAZ. TUR 1'deki BR Logistics bandini (1.200-2.500 EUR) BIREBIR tekrarliyor -> bagimsiz kaynak olmayabilir (ayni kaynaktan kopyalanmis olabilir). YENI OLAN: kaynak bunun 'base rate' oldugunu ve uzerine %15-25 yakit surprimi geldigini yaziyor. Transit Valencia->Istanbul 5-7 gun, Algeciras 10 gune kadar."
"EV-2026-08-10-325","Turkiye ithalatinda vergi disi 'gizli' masraf kalemleri - 2026 seviyeleri","Ordino 2.000-5.000 TL; Ardiye 40-60 USD/gun (6. gunden itibaren); Demuraj 30-150 USD/gun; Ic bosaltma 150-350 USD; X-ray gecis 2.000-3.000 TL; Gumruk musavirligi ITH-2 4.670 TL; mesai disi 510 TL","TRY ve USD","T4","Lires Gumrukleme - Ticari Ithalat Maliyeti Hesaplama 2026","https://www.lires.com.tr/post/ticari-ithalat-maliyeti-hesaplama-2026-vergi-d%C4%B1%C5%9Fandaki-gizli-giderler","2026-02-01","2026-01-01","2026-08-10","MEDIUM","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","C-312","ORDINO: TUR 1'de UNKNOWN'di, artik bantli. Gumruk musavirligi ITH-2 4.670 TL degeri TUR 1'in T3 asgari tarife kaynagiyla BIREBIR ORTUSUYOR -> kaynagin guvenilirligini artiriyor. CELISKI: 'ardiye 6. gunden itibaren' ifadesi SafiPort'un 'gemi yanasmasindan itibaren' ifadesiyle celisiyor -> C-312."
"EV-2026-08-10-326","Turkiye ic konteyner cekme (drayage/haulage) fiyatlari - limandan depoya","Istanbul ici: 20' kamyon 10.000 TL'den, 40' tir 12.500 TL'den. Ambarli->Ankara 30.000; Ambarli->Izmir 37.500; Ambarli->Bursa 23.000. Bekleme 6 saat ucretsiz, sonrasi 1.500 TL+KDV/saat","TRY / sefer (KDV haric)","T5","Ambarli Nakliye fiyat listesi (2025-01-15) + Armut.com konteyner tasima fiyatlari 2026","https://www.ambarlinakliye.com/konteyner-tasima-fiyatlari","2025-01-15","2025-01-15","2026-08-10","LOW","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","-","TUR 1'de band 3.000-30.000 TL idi ve 'modele girecek kadar dar degil' denmisti. Bu kanit sehir ici cekmeyi 10.000-15.000 TL'ye daraltiyor. TARIH KARISIK: mesafeli fiyatlar 2025-01-15, sehir ici 'from' fiyatlari 2026 -> ayni satirda kullanilamaz, ikisi de LOW. KDV HARIC. Ambarli->Izmir'in 37.500 TL olmasi, VARIS LIMANI SECIMININ THD farkindan (max 133 USD) cok daha buyuk oldugunu gosterir."
"EV-2026-08-10-327","Gumruklu antrepo paletli depolama ucreti ve MINIMUM SURE","0,35 EUR/palet/gun; minimum 7 gun uygulanir","EUR/palet/gun","T5","FixAntrepo - Gumruklu Antrepo Ardiye Hesaplama / 2026 Gumruklu Antrepo Fiyatlari","https://www.fixantrepo.com.tr/gumruklu-antrepo-ardiye-hesaplama/","2026","2026","2026-08-10","LOW","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","-","TUR 1'deki 0,35 EUR/palet/gun degerini BAGIMSIZ olarak dogruluyor. YENI: MINIMUM 7 GUN kurali -> TUR 1'de UNKNOWN'di. Kisa antrepo kalisi planlanirsa bile en az 7 gun faturalanir. Elleclleme (hammaliye) ucretleri hala UNKNOWN. Sayfaya dogrudan erisilemedi (403), degerler arama ozetinden -> LOW."
"EV-2026-08-10-328","TURETILMIS: 40HC / 20DV okyanus navlunu orani ve 40HC esik testi","Ampirik oran 1,37-1,48; kapasite esigi 1,39-1,82 (merkez 1,59)","oran","T4","Turetme: EV-2026-08-10-320 (DFDS) + EV-2026-08-10-331 (Cin->TR) + EV-2026-08-09-320/321 (kapasite)","-","2026-08-10","2026-08-10","2026-08-10","MEDIUM","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","-","TURETME: Esik = (40HC sise kapasitesi)/(20DV sise kapasitesi) = 19.100/13.700 = 1,39 (kotu uc) ... 21.500/11.800 = 1,82 (iyi uc); merkez 20.300/12.750 = 1,59. Ampirik oran DFDS 2025 tarifesinden 1,37/1,42/1,48/1,48 ve Cin->TR'den 1,43/1,45. Ampirik oran esigin ALTINDA -> 40HC sise basina okyanus navlununda AVANTAJLI. Ustelik THO (Ispanya 287 EUR) ve THD (Izmir/Istanbul 165-192 USD) konteyner boyundan BAGIMSIZ duz ucret -> sabit kalemler de 40HC lehine. TUR 1'in '2x20DV > 1x40HC sise tasir' bulgusu DEGISMEDI (dogru); degisen sey SISE BASI MALIYET karsilastirmasidir."
"EV-2026-08-10-329","TURETILMIS: Ispanya -> Turkiye sise basina lojistik maliyeti, konteyner tipine gore (uc para birimi ayri)","20DV paletsiz: 0,066-0,193 USD + 0,025-0,047 EUR + 1,32-2,46 TRY | 20DV paletli: 0,090-0,310 USD + 0,048-0,086 EUR + 2,50-4,48 TRY | 40HC paletsiz: 0,054-0,169 USD + 0,016-0,029 EUR + 0,95-1,68 TRY | LCL (5.000 sise): 0,326-0,632 USD + 0 EUR + 2,60-4,20 TRY","USD+EUR+TRY / sise","T4","Turetme: EV-2026-08-10-301..327 + EV-2026-08-09-320/321/342","-","2026-08-10","2026-08-10","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","-","TEK PARA BIRIMINE INDIRGENEMEZ: 80-model/inputs/makro.yaml -> fx.usd_try ve fx.eur_try hala null. Ucu ayri verilmistir; toplama islemi finans-fizibilite'nindir (T-311). Bandin genisligi FCL okyanus navlununun hala UNKNOWN olmasindan gelir (300-1.200 USD varsayimi). SIGORTA, BANDROLLEME, ANTREPO ve KANAL DAGITIMI BU RAKAMLARA DAHIL DEGILDIR."
"EV-2026-08-10-330","TURETILMIS: LCL / 20DV FCL kirilma noktasi - Ispanya -> Turkiye, gercek kotasyonla yeniden hesap","~5.900 sise (band 2.200-9.800)","adet / sevkiyat","T4","Turetme: EV-2026-08-10-301 (Flexport LCL) + FCL ESTIMATE bandi + EV-2026-08-09-323","-","2026-08-10","2026-08-10","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","-","TURETME: LCL(V) = 128 USD/CBM x V + 425 USD sabit; FCL 20DV navlun-tarafi toplami 1.256-2.946 USD-esdeger. V* = (FCL - sabit)/birim. Merkez: (2.100-425)/128 = 13,1 CBM = 5.870 sise. Alt: (1.256-600)/133,2 = 4,9 CBM = 2.210 sise. Ust: (2.946-250)/123,2 = 21,9 CBM = 9.830 sise. TUR 1'in 5.000-7.000 merkezi bandini BAGIMSIZ ve ROTA-OZGU bir kotasyonla DOGRULUYOR. EUR bacagi USD'ye 1,00-1,20 araliginda cevrildi (ASSUMPTION; EUR bacagi kucuk oldugu icin sonuca etkisi <%5)."
"EV-2026-08-10-331","Cin -> Turkiye limanlari 2026 FCL oranlari (BIZIM ROTAMIZ DEGIL - yalnizca 40/20 orani capasi)","Istanbul/Mersin 2.350 (20') / 3.350 (40'); Izmir/Izmit 2.450 (20') / 3.550 (40')","USD / konteyner","T5","Good Hope Freight - Current FCL sea freight rates from China 2026","https://goodhopefreight.com/freight/2025fcl.html","2026","2026","2026-08-10","LOW","ESTIMATE","14d","-","navlun-lojistik-uzmani","-","-","MENSE CIN -> sarap icin ROTA DEGILDIR, fiyat olarak modele GIRMEZ. Tek kullanim amaci: 40'/20' navlun ORANI = 1,43 ve 1,45. DFDS tarifesindeki 1,37-1,48 bandini BAGIMSIZ olarak dogruluyor."
"EV-2026-08-10-332","TURETILMIS: Varis limani secimi THD farkiyla degil IC NAKLIYE farkiyla belirlenir","THD farki max 133 USD/konteyner (Izmir 165 vs Mersin 40' 298) = 0,006-0,011 USD/sise | Ic nakliye farki Ambarli-Izmir 37.500 TL = 2,7-3,2 TRY/sise","USD ve TRY / sise","T4","Turetme: EV-2026-08-10-315 (THD) + EV-2026-08-10-326 (ic nakliye) + EV-2026-08-09-320 (kapasite)","-","2026-08-10","2026-08-10","2026-08-10","MEDIUM","ESTIMATE","90d","-","navlun-lojistik-uzmani","-","-","SONUC: varis limani, antrepo/bandrolleme tesisinin ve hedef pazarin bulundugu yere gore secilmelidir; terminal tarifesine gore DEGIL. Buyukluk mertebesi farki ~2 kat (kur ne olursa olsun ayni yonde). Izmir/Aliaga en ucuz THD'ye sahiptir ama depo Istanbul'daysa bu avantaj ic nakliyede kaybedilir."
